County,Date,Status (as of 2024-06-04),Number of Transactions
Jefferson,9/13/2023,Approved,1
Jefferson,9/13/2023,Canceled,1
Jefferson,9/14/2023,Approved,2
Jefferson,9/15/2023,Approved,2
Jefferson,9/15/2023,Canceled,1
Jefferson,9/15/2023,Pending,1
Jefferson,9/16/2023,Approved,4
Jefferson,9/18/2023,Approved,4
Jefferson,9/19/2023,Approved,4
Jefferson,9/19/2023,Pending,1
Jefferson,9/21/2023,Approved,6
Jefferson,9/22/2023,Approved,3
Jefferson,9/23/2023,Approved,3
Jefferson,9/23/2023,Canceled,1
Jefferson,9/24/2023,Approved,3
Jefferson,9/25/2023,Approved,4
Jefferson,9/26/2023,Approved,5
Jefferson,9/27/2023,Approved,1
Jefferson,9/28/2023,Approved,1
Jefferson,9/29/2023,Approved,1
Jefferson,9/29/2023,Pending,1
Jefferson,9/30/2023,Approved,1
Jefferson,9/30/2023,Canceled,2
Jefferson,10/1/2023,Approved,2
Jefferson,10/2/2023,Approved,3
Jefferson,10/2/2023,Pending,1
Jefferson,10/3/2023,Approved,2
Jefferson,10/4/2023,Approved,6
Jefferson,10/4/2023,Pending,1
Jefferson,10/5/2023,Approved,1
Jefferson,10/6/2023,Approved,3
Jefferson,10/7/2023,Approved,1
Jefferson,10/9/2023,Approved,2
Jefferson,10/10/2023,Approved,6
Jefferson,10/10/2023,Canceled,1
Jefferson,10/11/2023,Approved,2
Jefferson,10/11/2023,Pending,1
Jefferson,10/12/2023,Approved,3
Jefferson,10/13/2023,Approved,1
Jefferson,10/14/2023,Approved,3
Jefferson,10/16/2023,Approved,1
Jefferson,10/17/2023,Approved,3
Jefferson,10/17/2023,Denied,1
Jefferson,10/18/2023,Approved,4
Jefferson,10/19/2023,Approved,1
Jefferson,10/20/2023,Approved,1
Jefferson,10/21/2023,Approved,3
Jefferson,10/21/2023,Pending,1
Jefferson,10/22/2023,Approved,10
Jefferson,10/23/2023,Approved,2
Jefferson,10/24/2023,Approved,2
Jefferson,10/25/2023,Approved,6
Jefferson,10/26/2023,Canceled,1
Jefferson,10/27/2023,Approved,6
Jefferson,10/28/2023,Approved,5
Jefferson,10/28/2023,Canceled,1
Jefferson,10/29/2023,Approved,1
Jefferson,10/29/2023,Canceled,1
Jefferson,10/30/2023,Approved,1
Jefferson,10/31/2023,Approved,8
Jefferson,11/1/2023,Approved,2
Jefferson,11/2/2023,Approved,4
Jefferson,11/3/2023,Approved,3
Jefferson,11/4/2023,Approved,3
Jefferson,11/5/2023,Approved,2
Jefferson,11/7/2023,Approved,5
Jefferson,11/8/2023,Approved,3
Jefferson,11/9/2023,Approved,5
Jefferson,11/10/2023,Approved,6
Jefferson,11/11/2023,Approved,4
Jefferson,11/11/2023,Canceled,1
Jefferson,11/13/2023,Approved,4
Jefferson,11/14/2023,Approved,3
Jefferson,11/16/2023,Approved,5
Jefferson,11/17/2023,Approved,4
Jefferson,11/17/2023,Canceled,1
Jefferson,11/18/2023,Approved,4
Jefferson,11/18/2023,Denied,1
Jefferson,11/20/2023,Approved,6
Jefferson,11/21/2023,Approved,5
Jefferson,11/22/2023,Approved,5
Jefferson,11/24/2023,Approved,7
Jefferson,11/25/2023,Approved,2
Jefferson,11/27/2023,Approved,2
Jefferson,11/28/2023,Approved,3
Jefferson,11/29/2023,Approved,3
Jefferson,11/29/2023,Pending,1
Jefferson,11/30/2023,Approved,2
Jefferson,12/1/2023,Approved,8
Jefferson,12/2/2023,Approved,5
Jefferson,12/3/2023,Approved,1
Jefferson,12/4/2023,Approved,2
Jefferson,12/4/2023,Canceled,1
Jefferson,12/5/2023,Approved,2
Jefferson,12/6/2023,Approved,4
Jefferson,12/7/2023,Approved,4
Jefferson,12/7/2023,Canceled,1
Jefferson,12/8/2023,Approved,2
Jefferson,12/10/2023,Approved,4
Jefferson,12/10/2023,Denied,1
Jefferson,12/11/2023,Approved,4
Jefferson,12/11/2023,Pending,1
Jefferson,12/12/2023,Approved,7
Jefferson,12/13/2023,Approved,6
Jefferson,12/14/2023,Approved,4
Jefferson,12/15/2023,Approved,8
Jefferson,12/15/2023,Canceled,1
Jefferson,12/16/2023,Approved,2
Jefferson,12/17/2023,Approved,2
Jefferson,12/17/2023,Denied,1
Jefferson,12/18/2023,Approved,3
Jefferson,12/19/2023,Approved,2
Jefferson,12/20/2023,Approved,5
Jefferson,12/21/2023,Approved,5
Jefferson,12/22/2023,Approved,5
Jefferson,12/23/2023,Approved,5
Jefferson,12/23/2023,Pending,1
Jefferson,12/24/2023,Approved,4
Jefferson,12/26/2023,Approved,2
Jefferson,12/26/2023,Denied,1
Jefferson,12/27/2023,Approved,4
Jefferson,12/28/2023,Approved,2
Jefferson,12/29/2023,Approved,6
Jefferson,12/30/2023,Approved,1
Jefferson,12/31/2023,Approved,2
Jefferson,1/1/2024,Approved,1
Jefferson,1/2/2024,Approved,1
Jefferson,1/3/2024,Approved,2
Jefferson,1/4/2024,Approved,5
Jefferson,1/5/2024,Approved,4
Jefferson,1/6/2024,Approved,9
Jefferson,1/6/2024,Canceled,1
Jefferson,1/7/2024,Approved,1
Jefferson,1/8/2024,Approved,1
Jefferson,1/8/2024,Canceled,1
Jefferson,1/9/2024,Approved,3
Jefferson,1/9/2024,Canceled,1
Jefferson,1/10/2024,Approved,5
Jefferson,1/10/2024,Pending,1
Jefferson,1/11/2024,Approved,3
Jefferson,1/12/2024,Approved,5
Jefferson,1/14/2024,Approved,1
Jefferson,1/16/2024,Approved,4
Jefferson,1/17/2024,Approved,1
Jefferson,1/18/2024,Approved,4
Jefferson,1/18/2024,Canceled,1
Jefferson,1/19/2024,Approved,4
Jefferson,1/23/2024,Approved,4
Jefferson,1/24/2024,Approved,4
Jefferson,1/24/2024,Denied,1
Jefferson,1/25/2024,Approved,4
Jefferson,1/25/2024,Canceled,1
Jefferson,1/26/2024,Approved,3
Jefferson,1/27/2024,Approved,10
Jefferson,1/28/2024,Pending,1
Jefferson,1/29/2024,Approved,1
Jefferson,1/30/2024,Approved,2
Jefferson,1/31/2024,Approved,2
Jefferson,2/1/2024,Canceled,1
Jefferson,2/2/2024,Approved,3
Jefferson,2/3/2024,Approved,2
Jefferson,2/4/2024,Approved,3
Jefferson,2/5/2024,Approved,5
Jefferson,2/6/2024,Approved,2
Jefferson,2/7/2024,Approved,5
Jefferson,2/8/2024,Approved,8
Jefferson,2/8/2024,Canceled,1
Jefferson,2/9/2024,Approved,2
Jefferson,2/10/2024,Approved,3
Jefferson,2/11/2024,Approved,1
Jefferson,2/13/2024,Approved,2
Jefferson,2/14/2024,Approved,7
Jefferson,2/15/2024,Approved,1
Jefferson,2/16/2024,Approved,6
Jefferson,2/17/2024,Approved,3
Jefferson,2/18/2024,Approved,1
Jefferson,2/19/2024,Approved,1
Jefferson,2/20/2024,Approved,5
Jefferson,2/21/2024,Approved,6
Jefferson,2/21/2024,Canceled,1
Jefferson,2/22/2024,Approved,2
Jefferson,2/23/2024,Approved,3
Jefferson,2/24/2024,Approved,3
Jefferson,2/24/2024,Pending,1
Jefferson,2/25/2024,Approved,2
Jefferson,2/26/2024,Approved,11
Jefferson,2/26/2024,Canceled,1
Jefferson,2/27/2024,Approved,8
Jefferson,2/27/2024,Canceled,1
Jefferson,2/28/2024,Approved,3
Jefferson,2/29/2024,Approved,8
Jefferson,2/29/2024,Canceled,1
Jefferson,3/1/2024,Approved,13
Jefferson,3/2/2024,Approved,7
Jefferson,3/4/2024,Approved,3
Jefferson,3/4/2024,Canceled,2
Jefferson,3/5/2024,Approved,6
Jefferson,3/5/2024,Canceled,1
Jefferson,3/6/2024,Approved,7
Jefferson,3/7/2024,Approved,7
Jefferson,3/7/2024,Pending,1
Jefferson,3/8/2024,Approved,1
Jefferson,3/9/2024,Approved,3
Jefferson,3/11/2024,Approved,3
Jefferson,3/12/2024,Approved,1
Jefferson,3/13/2024,Approved,3
Jefferson,3/13/2024,Denied,1
Jefferson,3/13/2024,Pending,2
Jefferson,3/14/2024,Approved,6
Jefferson,3/15/2024,Approved,3
Jefferson,3/15/2024,Pending,1
Jefferson,3/16/2024,Approved,2
Jefferson,3/16/2024,Canceled,1
Jefferson,3/17/2024,Approved,1
Jefferson,3/18/2024,Approved,4
Jefferson,3/19/2024,Approved,6
Jefferson,3/20/2024,Approved,3
Jefferson,3/20/2024,Denied,1
Jefferson,3/20/2024,Pending,1
Jefferson,3/21/2024,Approved,7
Jefferson,3/22/2024,Approved,2
Jefferson,3/23/2024,Approved,4
Jefferson,3/24/2024,Approved,2
Jefferson,3/25/2024,Approved,1
Jefferson,3/26/2024,Approved,6
Jefferson,3/27/2024,Approved,9
Jefferson,3/28/2024,Approved,8
Jefferson,3/28/2024,Canceled,1
Jefferson,3/29/2024,Approved,8
Jefferson,3/29/2024,Canceled,1
Jefferson,3/29/2024,Pending,1
Jefferson,3/30/2024,Approved,2
Jefferson,4/2/2024,Approved,3
Jefferson,4/3/2024,Approved,6
Jefferson,4/3/2024,Pending,1
Jefferson,4/4/2024,Approved,6
Jefferson,4/4/2024,Pending,1
Jefferson,4/5/2024,Approved,8
Jefferson,4/6/2024,Approved,2
Jefferson,4/8/2024,Approved,5
Jefferson,4/9/2024,Approved,4
Jefferson,4/10/2024,Approved,5
Jefferson,4/11/2024,Approved,2
Jefferson,4/12/2024,Approved,6
Jefferson,4/13/2024,Approved,3
Jefferson,4/14/2024,Approved,1
Jefferson,4/16/2024,Approved,6
Jefferson,4/16/2024,Canceled,1
Jefferson,4/17/2024,Approved,2
Jefferson,4/18/2024,Approved,3
Jefferson,4/19/2024,Approved,3
Jefferson,4/20/2024,Approved,2
Jefferson,4/21/2024,Approved,3
Jefferson,4/22/2024,Approved,3
Jefferson,4/23/2024,Pending,1
Jefferson,4/24/2024,Approved,1
Jefferson,4/25/2024,Approved,3
Jefferson,4/26/2024,Approved,5
Jefferson,4/26/2024,Canceled,1
Jefferson,4/27/2024,Approved,4
Jefferson,4/27/2024,Pending,1
Jefferson,4/29/2024,Approved,2
Jefferson,4/30/2024,Approved,1
Jefferson,5/1/2024,Approved,2
Jefferson,5/2/2024,Approved,2
Jefferson,5/3/2024,Approved,5
Jefferson,5/4/2024,Approved,5
Jefferson,5/6/2024,Approved,1
Jefferson,5/7/2024,Approved,2
Jefferson,5/8/2024,Approved,1
Jefferson,5/9/2024,Approved,2
Jefferson,5/9/2024,Denied,1
Jefferson,5/10/2024,Approved,4
Jefferson,5/11/2024,Approved,6
Jefferson,5/12/2024,Approved,1
Jefferson,5/13/2024,Approved,1
Jefferson,5/14/2024,Approved,2
Jefferson,5/15/2024,Approved,7
Jefferson,5/16/2024,Approved,4
Jefferson,5/17/2024,Approved,3
Jefferson,5/18/2024,Approved,4
Jefferson,5/18/2024,Pending,1
Jefferson,5/20/2024,Approved,2
Jefferson,5/20/2024,Pending,1
Jefferson,5/21/2024,Approved,2
Jefferson,5/21/2024,Canceled,1
Jefferson,5/22/2024,Approved,2
Jefferson,5/23/2024,Approved,2
Jefferson,5/24/2024,Approved,5
Jefferson,5/24/2024,Canceled,1
Jefferson,5/25/2024,Approved,6
Jefferson,5/28/2024,Approved,3
Jefferson,5/29/2024,Approved,1
Jefferson,5/29/2024,Submitted,1
Jefferson,5/30/2024,Approved,1
Jefferson,5/31/2024,Canceled,1
Jefferson,5/31/2024,Submitted,1
Jefferson,6/1/2024,Approved,1
Jefferson,6/1/2024,Submitted,1
Jefferson,6/2/2024,Submitted,3
Jefferson,6/3/2024,Approved,3
Jefferson,6/3/2024,Submitted,2
Josephine,6/4/2019,Approved,10
Josephine,6/5/2019,Approved,32
Josephine,6/5/2019,Canceled,1
Josephine,6/5/2019,Denied,1
Josephine,6/6/2019,Approved,25
Josephine,6/7/2019,Approved,30
Josephine,6/7/2019,Canceled,2
Josephine,6/8/2019,Approved,13
Josephine,6/9/2019,Approved,2
Josephine,6/10/2019,Approved,19
Josephine,6/11/2019,Approved,15
Josephine,6/12/2019,Approved,19
Josephine,6/13/2019,Approved,26
Josephine,6/14/2019,Approved,25
Josephine,6/14/2019,Denied,1
Josephine,6/15/2019,Approved,18
Josephine,6/16/2019,Approved,4
Josephine,6/17/2019,Approved,16
Josephine,6/18/2019,Approved,23
Josephine,6/19/2019,Approved,21
Josephine,6/20/2019,Approved,15
Josephine,6/21/2019,Approved,25
Josephine,6/22/2019,Approved,19
Josephine,6/23/2019,Approved,2
Josephine,6/24/2019,Approved,15
Josephine,6/25/2019,Approved,27
Josephine,6/25/2019,Canceled,2
Josephine,6/26/2019,Approved,20
Josephine,6/27/2019,Approved,23
Josephine,6/27/2019,Canceled,1
Josephine,6/28/2019,Approved,37
Josephine,6/29/2019,Approved,13
Josephine,6/29/2019,Canceled,1
Josephine,6/29/2019,Denied,1
Josephine,6/30/2019,Approved,1
Josephine,7/1/2019,Approved,20
Josephine,7/2/2019,Approved,26
Josephine,7/3/2019,Approved,29
Josephine,7/4/2019,Approved,3
Josephine,7/5/2019,Approved,17
Josephine,7/5/2019,Canceled,1
Josephine,7/6/2019,Approved,19
Josephine,7/7/2019,Approved,3
Josephine,7/8/2019,Approved,19
Josephine,7/9/2019,Approved,27
Josephine,7/10/2019,Approved,28
Josephine,7/10/2019,Canceled,1
Josephine,7/10/2019,Denied,1
Josephine,7/11/2019,Approved,24
Josephine,7/12/2019,Approved,35
Josephine,7/13/2019,Approved,17
Josephine,7/13/2019,Canceled,2
Josephine,7/14/2019,Approved,2
Josephine,7/14/2019,Denied,1
Josephine,7/15/2019,Approved,15
Josephine,7/15/2019,Denied,1
Josephine,7/16/2019,Approved,31
Josephine,7/17/2019,Approved,21
Josephine,7/17/2019,Denied,1
Josephine,7/18/2019,Approved,12
Josephine,7/18/2019,Canceled,1
Josephine,7/18/2019,Denied,2
Josephine,7/19/2019,Approved,18
Josephine,7/20/2019,Approved,11
Josephine,7/22/2019,Approved,12
Josephine,7/23/2019,Approved,23
Josephine,7/24/2019,Approved,19
Josephine,7/25/2019,Approved,23
Josephine,7/26/2019,Approved,21
Josephine,7/27/2019,Approved,12
Josephine,7/28/2019,Approved,3
Josephine,7/29/2019,Approved,12
Josephine,7/29/2019,Canceled,1
Josephine,7/30/2019,Approved,17
Josephine,7/31/2019,Approved,22
Josephine,7/31/2019,Canceled,2
Josephine,8/1/2019,Approved,22
Josephine,8/2/2019,Approved,30
Josephine,8/2/2019,Canceled,1
Josephine,8/3/2019,Approved,22
Josephine,8/4/2019,Approved,7
Josephine,8/5/2019,Approved,19
Josephine,8/5/2019,Denied,1
Josephine,8/6/2019,Approved,25
Josephine,8/7/2019,Approved,22
Josephine,8/8/2019,Approved,21
Josephine,8/9/2019,Approved,32
Josephine,8/9/2019,Denied,1
Josephine,8/10/2019,Approved,24
Josephine,8/10/2019,Denied,1
Josephine,8/11/2019,Approved,1
Josephine,8/12/2019,Approved,20
Josephine,8/12/2019,Canceled,1
Josephine,8/12/2019,Denied,1
Josephine,8/13/2019,Approved,26
Josephine,8/13/2019,Denied,1
Josephine,8/14/2019,Approved,23
Josephine,8/15/2019,Approved,30
Josephine,8/16/2019,Approved,30
Josephine,8/16/2019,Denied,1
Josephine,8/17/2019,Approved,16
Josephine,8/17/2019,Denied,1
Josephine,8/19/2019,Approved,22
Josephine,8/19/2019,Denied,1
Josephine,8/20/2019,Approved,25
Josephine,8/21/2019,Approved,29
Josephine,8/21/2019,Canceled,1
Josephine,8/22/2019,Approved,28
Josephine,8/22/2019,Denied,2
Josephine,8/23/2019,Approved,26
Josephine,8/23/2019,Canceled,2
Josephine,8/24/2019,Approved,20
Josephine,8/24/2019,Denied,1
Josephine,8/25/2019,Approved,1
Josephine,8/26/2019,Approved,14
Josephine,8/27/2019,Approved,18
Josephine,8/27/2019,Canceled,1
Josephine,8/28/2019,Approved,20
Josephine,8/29/2019,Approved,23
Josephine,8/29/2019,Canceled,2
Josephine,8/29/2019,Denied,2
Josephine,8/30/2019,Approved,39
Josephine,8/30/2019,Denied,1
Josephine,8/31/2019,Approved,16
Josephine,8/31/2019,Canceled,1
Josephine,9/1/2019,Approved,5
Josephine,9/2/2019,Approved,4
Josephine,9/3/2019,Approved,43
Josephine,9/4/2019,Approved,17
Josephine,9/4/2019,Denied,1
Josephine,9/5/2019,Approved,35
Josephine,9/5/2019,Canceled,1
Josephine,9/6/2019,Approved,25
Josephine,9/6/2019,Denied,1
Josephine,9/7/2019,Approved,25
Josephine,9/8/2019,Approved,4
Josephine,9/9/2019,Approved,16
Josephine,9/10/2019,Approved,37
Josephine,9/10/2019,Denied,1
Josephine,9/11/2019,Approved,33
Josephine,9/12/2019,Approved,28
Josephine,9/12/2019,Canceled,1
Josephine,9/13/2019,Approved,25
Josephine,9/14/2019,Approved,24
Josephine,9/15/2019,Approved,1
Josephine,9/16/2019,Approved,22
Josephine,9/16/2019,Denied,2
Josephine,9/17/2019,Approved,30
Josephine,9/18/2019,Approved,27
Josephine,9/19/2019,Approved,17
Josephine,9/20/2019,Approved,28
Josephine,9/20/2019,Canceled,1
Josephine,9/21/2019,Approved,20
Josephine,9/22/2019,Approved,7
Josephine,9/23/2019,Approved,21
Josephine,9/24/2019,Approved,25
Josephine,9/24/2019,Canceled,2
Josephine,9/25/2019,Approved,26
Josephine,9/25/2019,Canceled,1
Josephine,9/25/2019,Denied,1
Josephine,9/26/2019,Approved,22
Josephine,9/27/2019,Approved,31
Josephine,9/27/2019,Canceled,1
Josephine,9/28/2019,Approved,32
Josephine,9/29/2019,Approved,2
Josephine,9/30/2019,Approved,17
Josephine,9/30/2019,Canceled,1
Josephine,10/1/2019,Approved,30
Josephine,10/2/2019,Approved,31
Josephine,10/2/2019,Denied,3
Josephine,10/3/2019,Approved,28
Josephine,10/3/2019,Denied,2
Josephine,10/4/2019,Approved,33
Josephine,10/4/2019,Denied,3
Josephine,10/5/2019,Approved,47
Josephine,10/5/2019,Canceled,1
Josephine,10/6/2019,Approved,13
Josephine,10/7/2019,Approved,20
Josephine,10/7/2019,Denied,1
Josephine,10/8/2019,Approved,26
Josephine,10/9/2019,Approved,19
Josephine,10/10/2019,Approved,29
Josephine,10/11/2019,Approved,27
Josephine,10/12/2019,Approved,26
Josephine,10/12/2019,Denied,1
Josephine,10/14/2019,Approved,17
Josephine,10/14/2019,Denied,1
Josephine,10/15/2019,Approved,18
Josephine,10/16/2019,Approved,21
Josephine,10/17/2019,Approved,30
Josephine,10/17/2019,Canceled,2
Josephine,10/18/2019,Approved,30
Josephine,10/19/2019,Approved,32
Josephine,10/19/2019,Canceled,1
Josephine,10/20/2019,Approved,2
Josephine,10/21/2019,Approved,19
Josephine,10/22/2019,Approved,35
Josephine,10/22/2019,Canceled,1
Josephine,10/22/2019,Denied,1
Josephine,10/23/2019,Approved,36
Josephine,10/23/2019,Canceled,1
Josephine,10/24/2019,Approved,16
Josephine,10/25/2019,Approved,23
Josephine,10/25/2019,Denied,1
Josephine,10/26/2019,Approved,17
Josephine,10/26/2019,Canceled,1
Josephine,10/27/2019,Approved,3
Josephine,10/27/2019,Canceled,1
Josephine,10/28/2019,Approved,21
Josephine,10/28/2019,Canceled,1
Josephine,10/29/2019,Approved,22
Josephine,10/30/2019,Approved,19
Josephine,10/30/2019,Canceled,1
Josephine,10/31/2019,Approved,13
Josephine,11/1/2019,Approved,29
Josephine,11/1/2019,Denied,1
Josephine,11/2/2019,Approved,32
Josephine,11/3/2019,Approved,4
Josephine,11/4/2019,Approved,19
Josephine,11/4/2019,Canceled,1
Josephine,11/5/2019,Approved,23
Josephine,11/6/2019,Approved,20
Josephine,11/7/2019,Approved,29
Josephine,11/7/2019,Canceled,1
Josephine,11/8/2019,Approved,35
Josephine,11/9/2019,Approved,30
Josephine,11/9/2019,Canceled,1
Josephine,11/10/2019,Approved,1
Josephine,11/11/2019,Approved,15
Josephine,11/12/2019,Approved,32
Josephine,11/12/2019,Denied,2
Josephine,11/13/2019,Approved,27
Josephine,11/13/2019,Canceled,1
Josephine,11/14/2019,Approved,31
Josephine,11/14/2019,Denied,1
Josephine,11/15/2019,Approved,42
Josephine,11/16/2019,Approved,38
Josephine,11/17/2019,Approved,2
Josephine,11/18/2019,Approved,13
Josephine,11/19/2019,Approved,29
Josephine,11/19/2019,Denied,2
Josephine,11/20/2019,Approved,24
Josephine,11/20/2019,Denied,1
Josephine,11/21/2019,Approved,22
Josephine,11/22/2019,Approved,34
Josephine,11/23/2019,Approved,22
Josephine,11/23/2019,Canceled,1
Josephine,11/23/2019,Denied,1
Josephine,11/24/2019,Approved,1
Josephine,11/25/2019,Approved,17
Josephine,11/25/2019,Denied,1
Josephine,11/26/2019,Approved,32
Josephine,11/26/2019,Canceled,1
Josephine,11/26/2019,Denied,1
Josephine,11/27/2019,Approved,32
Josephine,11/29/2019,Approved,80
Josephine,11/29/2019,Denied,2
Josephine,11/30/2019,Approved,34
Josephine,11/30/2019,Denied,1
Josephine,12/1/2019,Approved,1
Josephine,12/2/2019,Approved,24
Josephine,12/2/2019,Canceled,1
Josephine,12/2/2019,Denied,2
Josephine,12/3/2019,Approved,37
Josephine,12/3/2019,Denied,1
Josephine,12/4/2019,Approved,28
Josephine,12/4/2019,Canceled,2
Josephine,12/4/2019,Denied,1
Josephine,12/5/2019,Approved,35
Josephine,12/6/2019,Approved,33
Josephine,12/6/2019,Denied,1
Josephine,12/7/2019,Approved,32
Josephine,12/8/2019,Approved,5
Josephine,12/9/2019,Approved,25
Josephine,12/9/2019,Denied,1
Josephine,12/10/2019,Approved,30
Josephine,12/10/2019,Denied,1
Josephine,12/11/2019,Approved,27
Josephine,12/12/2019,Approved,35
Josephine,12/12/2019,Denied,1
Josephine,12/13/2019,Approved,44
Josephine,12/13/2019,Canceled,2
Josephine,12/13/2019,Denied,1
Josephine,12/14/2019,Approved,33
Josephine,12/15/2019,Approved,8
Josephine,12/15/2019,Denied,1
Josephine,12/16/2019,Approved,25
Josephine,12/17/2019,Approved,44
Josephine,12/18/2019,Approved,38
Josephine,12/19/2019,Approved,44
Josephine,12/19/2019,Canceled,1
Josephine,12/20/2019,Approved,50
Josephine,12/21/2019,Approved,48
Josephine,12/22/2019,Approved,12
Josephine,12/23/2019,Approved,44
Josephine,12/23/2019,Canceled,2
Josephine,12/24/2019,Approved,41
Josephine,12/26/2019,Approved,21
Josephine,12/26/2019,Canceled,1
Josephine,12/27/2019,Approved,43
Josephine,12/27/2019,Canceled,1
Josephine,12/27/2019,Denied,1
Josephine,12/28/2019,Approved,25
Josephine,12/29/2019,Approved,6
Josephine,12/30/2019,Approved,31
Josephine,12/31/2019,Approved,26
Josephine,1/1/2020,Approved,4
Josephine,1/2/2020,Approved,17
Josephine,1/2/2020,Canceled,3
Josephine,1/2/2020,Denied,1
Josephine,1/3/2020,Approved,25
Josephine,1/3/2020,Denied,1
Josephine,1/4/2020,Approved,30
Josephine,1/5/2020,Approved,4
Josephine,1/6/2020,Approved,13
Josephine,1/6/2020,Denied,1
Josephine,1/7/2020,Approved,24
Josephine,1/8/2020,Approved,21
Josephine,1/8/2020,Canceled,1
Josephine,1/9/2020,Approved,33
Josephine,1/10/2020,Approved,35
Josephine,1/10/2020,Denied,1
Josephine,1/11/2020,Approved,15
Josephine,1/12/2020,Approved,2
Josephine,1/13/2020,Approved,18
Josephine,1/13/2020,Denied,1
Josephine,1/14/2020,Approved,24
Josephine,1/15/2020,Approved,33
Josephine,1/15/2020,Canceled,1
Josephine,1/16/2020,Approved,17
Josephine,1/17/2020,Approved,27
Josephine,1/17/2020,Canceled,1
Josephine,1/18/2020,Approved,22
Josephine,1/19/2020,Approved,2
Josephine,1/20/2020,Approved,18
Josephine,1/20/2020,Denied,1
Josephine,1/21/2020,Approved,47
Josephine,1/21/2020,Canceled,1
Josephine,1/21/2020,Denied,2
Josephine,1/22/2020,Approved,23
Josephine,1/23/2020,Approved,18
Josephine,1/23/2020,Denied,1
Josephine,1/24/2020,Approved,32
Josephine,1/24/2020,Denied,1
Josephine,1/25/2020,Approved,25
Josephine,1/25/2020,Canceled,1
Josephine,1/26/2020,Approved,4
Josephine,1/27/2020,Approved,25
Josephine,1/27/2020,Canceled,1
Josephine,1/27/2020,Denied,1
Josephine,1/28/2020,Approved,24
Josephine,1/29/2020,Approved,16
Josephine,1/30/2020,Approved,24
Josephine,1/30/2020,Denied,1
Josephine,1/31/2020,Approved,31
Josephine,1/31/2020,Canceled,1
Josephine,1/31/2020,Denied,1
Josephine,2/1/2020,Approved,53
Josephine,2/2/2020,Approved,6
Josephine,2/3/2020,Approved,17
Josephine,2/3/2020,Canceled,1
Josephine,2/4/2020,Approved,25
Josephine,2/4/2020,Canceled,2
Josephine,2/5/2020,Approved,26
Josephine,2/6/2020,Approved,23
Josephine,2/6/2020,Denied,2
Josephine,2/7/2020,Approved,35
Josephine,2/8/2020,Approved,36
Josephine,2/9/2020,Approved,5
Josephine,2/10/2020,Approved,22
Josephine,2/10/2020,Canceled,1
Josephine,2/11/2020,Approved,16
Josephine,2/12/2020,Approved,30
Josephine,2/12/2020,Denied,1
